tweet,candidate,label,label_num
#AecioArrebentaNoDebate Aécio quer mudar o Brasil  #Aecio45PeloBrasil Aécio tem governança para acabar com a corrupção!,Aecio,aprovacao_completa,1
MARINA SILVA é a alternativa para mudar o momento político atual.#marinasilva,Marina,aprovacao_completa,1
amo o Raul Seixas e votarei na #Dilma 13 tambem rsrsr quanto a briga de aranhas abelha so observa (eu)rs quero mel ! rs @JOAQUINTDASILVA,Dilma,aprovacao_completa,1
@_souaecio @kellymenegas Estamos antenados amanhã para mais um fantástico debate de Aécio Neves. Vamos desmascarar o PT. #Aecio45,Aecio,aprovacao_completa,1
#PSDBsecouSP apagão é com tucano Dilma neles,Dilma,aprovacao_completa,1
Nunca na minha vida aguardei tanto pelas eleições como este ano! @silva_marina #SouMarina40 #MarinaSilva,Marina,aprovacao_completa,1
Aécio o único que apresentou propostas concretas!! #SomosAecio45,Aecio,aprovacao_completa,1
Aécio é o único que tem competência de vencer o PT #debaterecord #AECIOdeVirada #AecioNaRecord #AecioPresidente,Aecio,aprovacao_completa,1
Orgulho em votar Dilma 13. Pra continuar mudando a vida dos que mais precisam. #DilMaisMinas #Dilma13MaisNordeste #Dilma13,Dilma,aprovacao_completa,1
"Reforma tributária, reforma política, investimento na educação. #EuEMarina40 #MarinaSilva #Marina40",Marina,aprovacao_completa,1
Vou de Aecio 45. #AecioPelaMudanca #DebateDaBand #DebateNaBand,Aecio,aprovacao_completa,1
Dilma novamente para ter o Brasil fora do mapa da fome para sempre! #DilmaNovamente,Dilma,aprovacao_completa,1
"Tá feio o negócio pro lado do #Aébrio !! #Aécim que o diga ""meu padim padi ciço"" que já diz ""Pó Pará meu rapá aqui sô Dilma"" ha ha ha",Dilma,aprovacao_completa,1
"#JN Ficam querendo desmoralizar a #MarinaSilva, mas não vão conseguir!#NãovamosdesistirdoBrasil",Marina,aprovacao_completa,1
@AecioNeves #nãovamosnosdispersar Vamos seguir firmes. Mudança agora!! #souAécio,Aecio,aprovacao_completa,1
"Sai de cima do muro e vota logo no @AecioNeves e confie na experiência dele, porque o PT tá assaltando o #Brasil e tu sabe disso.",Aecio,aprovacao_completa,1
"e que votemos #MarinaSilva ! Pelo amor de Deus pessoal, n decepcionem!",Marina,aprovacao_completa,1
Esse repórter veio de encomenda para atacar o @AecioNeves mas ele tem capacidade para responder #VouVotarAecio45 #,Aecio,aprovacao_completa,1
"Sobre a releição de DILMA #CHUPAVEJA hahahahahahhahahahaha 
N tinha falado nada de política ainda + o meu voto foi 13!",Dilma,aprovacao_completa,1
"""@Cinthia_FFC: Leblon todo com o adesivo do Aécio e eu com meu humilde boton da Dilminha #13"" cuidado hein",Aecio,aprovacao_completa,1
"meeeu vottoo ee seeeeu
#marinasilva
#eh40",Marina,aprovacao_completa,1
"os votos indecisos- VITORIA-RETA FINAL-MILITANCIA RUA -BUZINA-BANDEIRA -CORAÇÃO
@AecioNeves  #Aecio45",Aecio,aprovacao_completa,1
"""E o cadernão da Dilma? 12 anos de avanços...é mta coisa acumulada #Dilma13MudaMais #emocionante #ColinhaAmiga <3""",Dilma,aprovacao_completa,1
Tem que ter pessoas qualificadas no lugar certo. @AecioNeves sabe o que diz. #SomosAecio45 #DebateDaBand,Aecio,aprovacao_completa,1
"@MudaMais É 1, É 2, É 3
É DILMA OUTRA VEZ. Formaremos a grande corrente da Decência. #dilma13 #DesesperodaVeja",Dilma,aprovacao_completa,1
Marineiros: já estamos no 2º turno! #MarinaSilva !,Marina,aprovacao_completa,1
"@lobaoeletrico @Johnny_Rock45 #AécioPelaMudança @AecioNeves NOS LIBERTE DO GOVERNO DO PT, NINGUEM GUENTA MAIS ESSA LOUCA SOCORROOOOOOOOOOO",Aecio,aprovacao_completa,1
#AécioPelaMudança #AecioPelaMudança AÉCIO nela !!!!,Aecio,aprovacao_completa,1
@gessicavilela Festa da Vitória no Zapatta e vamos jogar nossa sinuca enfim? <3 #dilmadiva #dilma 13!!!!!! \o/,Dilma,aprovacao_completa,1
@Marina_Silva40 @silva_marina Marina nossa futura presidente. P/tirar o Brasil da lama da corrupção e crise econômica. #Eleições2014 #ForaPT,Marina,aprovacao_completa,1
"SIM, É O AÉCIO, SIM, É AÉCIO #EuVoteiAecio45",Aecio,aprovacao_completa,1
"Aécio fala sobre as pesquisas: ''Pelo que vi no primeiro turno, já estou eleito''. #VotoAecioPeloBR45IL @AecioNeves @Rede45 @mateusazul",Aecio,aprovacao_completa,1
DILMA NELES #EMABiggestFans1D,Dilma,aprovacao_completa,1
Eita #DebatePolitico pegando fogo.Vamos #MarinaSilva é 40!!! — assistindo Debate Politico,Marina,aprovacao_completa,1
"@BetoRicha teremos um bom debate, pelo menos pelo lado do aecio e esperamos que de todos mesmo que difícil #EuSouAecio",Aecio,aprovacao_completa,1
#Eleicao2014 Brasil sem PT #Marina40  #MarinaSilva  #MarinaPresidente  3,Marina,aprovacao_completa,1
Vc que está em dúvida ligue a TV para o último debate antes do primeiro turno. Verás que o Aécio não foge à luta #45AecioConfirma,Aecio,aprovacao_completa,1
VAI DILMA #DilmaNovamente #EMABiggestFans1D,Dilma,aprovacao_completa,1
"""Vamos tirar  o PT do poder"" Aécio mitoooooou  #aécio45",Aecio,aprovacao_completa,1
Marinei com orgulho. Foi Lindo ver milhões de pessoas por um ideal tão digno #EuvoteiMarina40 #BrasilMarina40 #MarinaSilva,Marina,aprovacao_completa,1
"Domingo o Brasil vai rumo à mudança, vamos com Aécio Neves. #MUDABRASIL #AecioNeves45 #AecioNeves45 #Aecio45EmTodoBrasil",Aecio,aprovacao_completa,1
#SomosTodosDilma JUNTOS NÓS PODEMOS TUDO! MILITÂNCIA UNIDA É FORTE! DILMA 13 DILMA 13 DILMA 13 @Doce_Vicio @MudaMais @PTmilitancia,Dilma,aprovacao_completa,1
@portugae97 hahahahaha no debate o Aécio atropela essa acéfala em 2 segundos! @AecioNeves é de longe o mais preparado! #45 #ForaPT,Aecio,aprovacao_completa,1
É DILMA PORRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA #DILMANOVAMENTE,Dilma,aprovacao_completa,1
#MarinaSilva o Brasil te quer na presidência!,Marina,aprovacao_completa,1
@AecioNeves “No meu governo não vou terceirizar responsabilidades. Vou condiuzir uma política nacional de segurança.” #EmTodoBrasilAecio45,Aecio,aprovacao_completa,1
Sou muito mais Aécio #VouVotarAecio45,Aecio,aprovacao_completa,1
"No Antigo, o povo já tá na rua com Dilma! #Dilma13 #Dilmamudamais #Dilmadenovo #ruadamoeda #Recife",Dilma,aprovacao_completa,1
"""Estamos aqui para debater e apresenta  propostas"" 
#MarinaSilva
#NaoVamosDesistirDoBrasil 
#SouMarina40  @silva_marina",Marina,aprovacao_completa,1
Aécio tem força! A força dos brasileiros! #EuVouDeAecio,Aecio,aprovacao_completa,1
Mais do que nunca convicto no meu voto na Presidenta Dilma! A melhor que o Brasil já teve! #SomosTodosDilma ✌,Dilma,aprovacao_completa,1
#BrasilMarina40 #Marina40Neles #Marina40 #MarinaSilva Não sou Maria Vai com as Outras pra ir atrás de pesquisas Meu voto é Marina até o fim!,Marina,aprovacao_completa,1
"VAMOS VOLTAR  AO AÉCIO 45
CONFIRMA!
#AgoraEAecio45Confirma",Aecio,aprovacao_completa,1
FOCO BRASIL 40 NELES #SouMarina40 #MarinaSilva #MarinaPresidente,Marina,aprovacao_completa,1
#AgoraÉAecio45Confirma QUEM ESTA COM O @AecioNeves AMANHA DA RT...,Aecio,aprovacao_completa,1
"Vamo que vamo, domingo fechado com Dilma! #PeriferiaComDilma",Dilma,aprovacao_completa,1
Muda Brasil Aecio 45 #AecioPelaMudanca,Aecio,aprovacao_completa,1
Amanhã tem A Vitoria de Marina #BrasilMarina40 #Eleições2014,Marina,aprovacao_completa,1
"Vote em Aécio 45 ou coma ovo frito, mexido, cozido, cru...

#Aecio45",Aecio,aprovacao_completa,1
@DecaBono @tumaoficial Muda Brasil Com Aécio Presidente #Aecio45PeloBrasil,Aecio,aprovacao_completa,1
"Datafolha me engana que eu gosto.
#MeEnganaQeuGosto
Dilma 13 de novo com a força do povo. .",Dilma,aprovacao_completa,1
#VotoAecioPeloBR45IL Aécio pelo bem do Brasil!,Aecio,aprovacao_completa,1
@fatosetc Quem compara vota @dilmabr ;) #13rasilTodoComDilma,Dilma,aprovacao_completa,1
Ridícula a entrevista no #JN com #MarinaSilva. É a Globo tentado atrapalhar a candidata. #estoucvcmarina,Marina,aprovacao_completa,1
"Aécio é exemplo de competência e influência para ser presidente! 
 #DebateNaGlobo",Aecio,aprovacao_completa,1
agora é aécio pra mudar #VotoAecioPeloBr45SIL,Aecio,aprovacao_completa,1
@PastorMalafaia e o que isso tem a ver? DILMA 13 AMANHÃ. ALÔ ALÔ GRAÇADEUS #SomosTodosDilma,Dilma,aprovacao_completa,1
Prfvr não façam merda! É 40 neles! #Eleicoes2014 #eleicoes #paulocamara #Marina40 #MarinaSilvaPresidente #fernando400,Marina,aprovacao_completa,1
@Verazattar: #SomosAecio45 Chega de amadores. O Brasil precisa de um presidente ESTADISTA. Aécio tem tudo para ser um presidente de VERDADE.,Aecio,aprovacao_completa,1
"Dilma, eu te quero de novo! #MelhorComDilma13",Dilma,aprovacao_completa,1
"Falta 15 Dias 
#Eleições2014
#SouMarina40",Marina,aprovacao_completa,1
AÉCIO KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK 45 E COFIRMA MLQ #DebateDoSBT,Aecio,aprovacao_completa,1
"#Marina40 ""Não vamos desistir do Brasil!"" #DebateDaBand #Eleições2014",Marina,aprovacao_completa,1
eee #aecio eee #aecio eee #aecio ✌,Aecio,aprovacao_completa,1
Boa tarde genteeeee! E vamos de #Dilma 13#,Dilma,aprovacao_completa,1
"#DebateNaGlobo fim do segundo bloco, continuo sendo @AecioNeves #Aecio45PeloBrasil",Aecio,aprovacao_completa,1
#marinaSilva é hoje.....,Marina,aprovacao_completa,1
Aécio me possua #somosaécio45 #debateband,Aecio,aprovacao_completa,1
@paololibano @AecioNeves Com certeza! #45AecioConfirma. :),Aecio,aprovacao_completa,1
OLÊ OLÊ OLÊ OLÁ DILMA DILMAAA #É13Neles #DilmaNovamente,Dilma,aprovacao_completa,1
"AÉCIO NEVES 
#PRESIDENTE MEU POVO VAMOS INOVAR E RENOVAR O BRASIL O AÉCIO É O ÚNICO QUE TEM ESSA CAPACIDADE.",Aecio,aprovacao_completa,1
"@MeryanyG @RichardsonCg Vai ver e não vem discutir preço sazonal, inflação é mais q isto #SabenadaInocente O povo sabe e vota @DilmaBR 13",Dilma,aprovacao_completa,1
@DaviSacer @valor_economico #MARINASILVA  PRESIDENTE do BRASIL. #MarinasilvaPresidente1Turno @MarinaBeto40 @Marina_Silva40 @silva_marina,Marina,aprovacao_completa,1
"Aécio hoje deu de relho. Sem dúvidas o melhor no debate. Calmo, tranquilo, seguro, firme e contundente.
É meu candidato Aécio Neves #45",Aecio,aprovacao_completa,1
"O Aécio é tão preparado mas tão preparado ,que nem sei o que vou falar só quero q ele ganhe! #ÉAécio45Confirma",Aecio,aprovacao_completa,1
"#SomosTodosDilma É 13, é PT, é Dilma coração valente!!!!!!!!",Dilma,aprovacao_completa,1
Não vamos desistir do BRASIL! #BrasilMarina40 #Eleições2014,Marina,aprovacao_completa,1
"Pessoas vamos salva o Brasil...
...Vamos votar em Aécio Neves, vamos tirar essa mafia chamada PT 

#Aécioneves45",Aecio,aprovacao_completa,1
"@luisa_biancas fraco né, ele não é #CoracaoValente como #Dilma, mas nós #SomosTodosDilma",Dilma,aprovacao_completa,1
#MarinaSilva Eu apoio!,Marina,aprovacao_completa,1
Agora sim Aécio no segundo turno ! #mudaBrasil #ChegaDePT,Aecio,aprovacao_completa,1
"Marina vou eu, Marina Marina #Marina40 #Eleições2014 @silva_marina",Marina,aprovacao_completa,1
@Lobonoticias #BomDia  Concordo! O caminho da libertação é @AecioNeves 45 Presidente.,Aecio,aprovacao_completa,1
"#TrocoGenteFalsaPor #DilmaNovamente
hahaha é Dilma de novo !",Dilma,aprovacao_completa,1
@BrancadeNeveSE @AecioNeves @Crivellari_MG vamos firme e forte para vitória #EmTodoBrasilAecio45,Aecio,aprovacao_completa,1
Eu vou votar na #MarinaSilva  no segundo turno.,Marina,aprovacao_completa,1
"#45AecioConfirma com Aecio, as melhores propostas pra mudar o Brasil",Aecio,aprovacao_completa,1
NÃO TEM PARA ONDE CORRER É AÉCIO E ACABOU! LINDSAY LOHAN THANKS TOO #Aecio45Presidente,Aecio,aprovacao_completa,1
#SomosTodosDilma Dilma diva sem ser feriado!,Dilma,aprovacao_completa,1
@Ptsauro @tiagoassisbh @AecioNeves Há muito tempo não víamos uma mobilização destas! Não nos dispersemos! #AecioPeloBR45IL,Aecio,aprovacao_completa,1
"@dilmabr #Dia5Sou13DeNovo eh tóis no 1o turno, Presidenta!",Dilma,aprovacao_completa,1
@FranciscoACruz @prosapolitica #MarinaSilva será presidente.,Marina,aprovacao_completa,1
"Quem vai ganhar essa eleições ??
Eu quero Aecio #Aecio45Confirma",Aecio,aprovacao_completa,1
Aecio você vai ser presidente! #DebateNaGlobo,Aecio,aprovacao_completa,1
SHOW DE BOLA DILMA .KKKKKK #Dilma13MudaMais,Dilma,aprovacao_completa,1
mudei meu voto #MarinaSilva esta na frente pra mim.,Marina,aprovacao_completa,1
"Marina SIiva governará 5 ministérios agua, fogo, terra, ar e coração ! #MarinaPresidente #MarinaSilva",Marina,aprovacao_completa,1
@carlossampaio_ PM estima 50 mil em apoio a Aécio na capital de SP estamos com #AecioPeloBR45IL,Aecio,aprovacao_completa,1
"Eu adesivada na rua, um gatinho passa e diz Da-lhe Dilma! Ai meus caroços é #Dilma13 #MelhorcomDilma13",Dilma,aprovacao_completa,1
@samara7days mentira. Minas não está com essa corja. Vamos provar no domingo que estamos com @AecioNeves. #EmTodoBrasilAecio45,Aecio,aprovacao_completa,1
Meu voto a Presidência já é certo... #MarinaSilva,Marina,aprovacao_completa,1
#DebateAparecida É isso aí Aécio não alivie...#ViradaDoAecio,Aecio,aprovacao_completa,1
#DebateNaGlobo Existe uma medida para acabar com a corrupção: tirar o PT do governo.  @AecioNeves #Aecio45,Aecio,aprovacao_completa,1
"Essas pesquisas são falsas, todos estão a favor de #MarinaSilva",Marina,aprovacao_completa,1
"@AecioNeves Vamos #FamíliaFuracão, #FamíliaHeloisa, #FamíliaBahls, #FamíliaDH, #FamíliaCruz, #FamíliaBabiRossi vota em Aécio Neves 45.",Aecio,aprovacao_completa,1
"Vai começar o #DebateCNBB Canal 162 Sky.
Força @AecioNeves, aproveite a oportunidade de falar aos católicos. #AECIOdeVirada",Aecio,aprovacao_completa,1
Sabia que ia dar #13 Dilma neles!,Dilma,aprovacao_completa,1
"#SomosMaisAecio #folhaeleições Sou Aécio porque precisamos de um país unido, e não separado entre nós e eles.",Aecio,aprovacao_completa,1
#MelhorcomDilma13 Da lhe Dilma....,Dilma,aprovacao_completa,1
"Para vencer: trabalho, competência e respeito. #MarinaSilva",Marina,aprovacao_completa,1
Aecio no segundo turno! #Aecio45 !,Aecio,aprovacao_completa,1
“@vitordearaujo: @Guganomaroli deixa a mulher lá” Pra que? Ta bom já. Agora é #Aécio ! Precisamos de alternância de poder.,Aecio,aprovacao_completa,1
"@shiwinha Vem aí o Manifesto dos Poetas Com Dilma, BH, MG... #DilmaNaCabeça... #DilmaNoCoração...",Dilma,aprovacao_completa,1
"♥ #DilmaNovamente ♥ Coracao ♥ Valente É 1, É 3, É Dilma Outra vez
#DilmaNovamente 
#SomosTodosDilma",Dilma,aprovacao_completa,1
#Eleições2014 Dep. Fed.: @lincoln_portela  Dep. Est.: @leoportela_  Presidente: @silva_marina  JUNTOS POR UM BRASIL MELHOR!,Marina,aprovacao_completa,1
"@Nardo_mahone Levanta, Brasil guerreiro, vem junto que a Pátria é sua! ♪♫ Avante Aécio 45 #EAecio45Confirma",Aecio,aprovacao_completa,1
"""@MudaMais: ""A vitória de Dilma precisa ser maior do que aquela que nós tivemos com Lula e em 2010"", @realcoutinho #Dilma13MaisNordeste""",Dilma,aprovacao_completa,1
"Votei no Aécio no 1º turno, vou votar nele no 2ºsegundo turno e se reclamar vou criar um 3º turno e votar nele de novo! #VotoAecioPeloBR45IL",Aecio,aprovacao_completa,1
"Vai #MarinaSilva #Datafolha
Por um Brasil novo! Yeeeess",Marina,aprovacao_completa,1
@FR_BSB um pouco Aécio 45 #VotoAecioPeloBR45IL #DebateNaGlobo,Aecio,aprovacao_completa,1
Aécio cada vez mais perto do segundo turno! #Aécio45,Aecio,aprovacao_completa,1
"Vou dormir feliz, porque né #BrasilMarina40 #Marina40 #MarinaSilva #MarinaSelva #MarinaSalva",Marina,aprovacao_completa,1
#Vamosprarua sou Aécio Neves 45,Aecio,aprovacao_completa,1
#segurancatemmeuvoto vai aecio 45,Aecio,aprovacao_completa,1
"Olê olê, olê, olé...Tarso...Dilma!!! #DilmaeTarso13deNovo",Dilma,aprovacao_completa,1
"#Aécio-votar no Aécio foi um jeito que achei de me redimir..por um dia eu ter votado no pt,foram 4 anos de culpa.agora então..",Aecio,aprovacao_completa,1
Juventude toda está contigo Dilma. #Dilma13DeNovo,Dilma,aprovacao_completa,1
"Já decidi,vou votar na #MarinaSilva ,#naovaitercasamentogay",Marina,aprovacao_completa,1
"Vim do futuro e o aecio ganhou, o #vamocheraday é todo dia agora",Aecio,aprovacao_completa,1
@AecioBlog @PSDBParana Nós é que iremos lhe agradecer Aécio por tê-lo como Presidente do Brasil!! #Aecio45Confirma,Aecio,aprovacao_completa,1
@AecioNeves me representa! Dia 26 é #AecioPeloBR45IL,Aecio,aprovacao_completa,1
"@aleiarodrigues @BlogOlhoNaMira @AecioNeves pois é, não tem como ela quer queimar Aecio,ele ñ pode aceitar apoio dela  #SomosMaisAecio45",Aecio,aprovacao_completa,1
Eu estou com Dilma #13rasilTodoComDilma,Dilma,aprovacao_completa,1
#Partiu #Urna #eleições2014 #Presidente #EuVotoMarina40 #VamosjuntosmudaroBrasil — se sentindo confiante,Marina,aprovacao_completa,1
Hoje é Aécio nelessss #Aecio45,Aecio,aprovacao_completa,1
"@dilmabr #DilmaNovamente mostrando que contra o povo, não há manipulação que funcione!",Dilma,aprovacao_completa,1
"Aecio vencerá no Domingo com 54% dos votos validos. Quem quer apostar comigo?
#EmTodoBrasilAecio45",Aecio,aprovacao_completa,1
"@jideon_7 
avante Brasil para uma nova historia!!
#marinasilva  presidente",Marina,aprovacao_completa,1
É UM É TRÊS É DILMA OUTRA VEZ  #EMABiggestFans1D,Dilma,aprovacao_completa,1
"""VAMOs TIRAR O #PT GO GOVERNO!""
@AecioNeves pode contar comigo pra que isso aconteça. O meu voto é seu!",Aecio,aprovacao_completa,1
Aécio destruindo a concorrência neste #DebateNaGlobo !!! #45AecioConfirma,Aecio,aprovacao_completa,1
"Boa tarde galera! Hoje já exerci meu papel de cidadão brasileiro, e exerci com excelência votando #40 #MarinaSilva",Marina,aprovacao_completa,1
Aécio a gente que e mudança a gente conta com você #AecioPelaMudanca,Aecio,aprovacao_completa,1
#bomdia povoado dia 5 vote 45 pra acabar com essa corja de bandidos que está no poder. #vamosquevamos #Aécio45 @AecioNeves,Aecio,aprovacao_completa,1
"'Vá em frente, Dilma. O Brasil está com você. No fundo do nosso peito também bate um coração valente' #Dilma13MudaMais",Dilma,aprovacao_completa,1
"Foda-se o que pensa Mark Ruffalo, quero saber de Brasil, de mudança, de política séria e honesta! #MarinaSilva #Sou40",Marina,aprovacao_completa,1
"Deus Abençoe o Brasil, o povo Brasileiro Guerreiro e que Aécio seja eleito e seja o melhor Presidente! #AgoraEAecio45Confirma",Aecio,aprovacao_completa,1
Hoje tirei um voto do coxinha com queijo branco e trouxe para #dilma -,Dilma,aprovacao_completa,1
"Seja o que for, aconteça o que acontecer. Mais Vou de #40 #MarinaSilva @silva_marina",Marina,aprovacao_completa,1
"Vamos la Aécio meu cadidato, eu confio em você,no seu trabalho e to ctg ate o fim!!
#Aécio45
#AForçaQueOBrasilPrecisa",Aecio,aprovacao_completa,1
"#forapt
agora é Aécio 45",Aecio,aprovacao_completa,1
#Melhor com Dilma.,Dilma,aprovacao_completa,1
"#MarinaSilva 
MA É 40
PI É 40
CE É 40
RN É 40
PB É 40
PE É 40
AL É 40
SE É 40
BA É 40",Marina,aprovacao_completa,1
@edmilsonpapo10 @ramirozinder Comentei com um amigo hoje sobre isso vai ser Aécio com 56%... #AgoraEAecio45Confirma #Aecio45,Aecio,aprovacao_completa,1
#SomosTodosDilma NOSSA PRESIDENTE NÃO TEM MEDO DE ENFRENTAR A MENTIRA . DILMA É VALENTE E LUTA BRAVAMENTE. #13rasilTodoComDilma DILMA 13,Dilma,aprovacao_completa,1
"Aécio tem experiência, é a força que o país precisa pra voltar a crescer. #vamoscomaecio",Aecio,aprovacao_completa,1
Chega de roubalheira e lixo embaixo do tapete. Queremos #MarinaSilva,Marina,aprovacao_completa,1
"""@MudaMais: ""A diretoria da Petrobras tem autonomia pra questões do dia a dia dela"" Dilma #Dilma13MaisEducação""",Dilma,aprovacao_completa,1
"Aécio fez uma campanha limpa vote 45, Só Deus e o nosso voto pode mudar nossa história. #Aecio45PeloBrasil",Aecio,aprovacao_completa,1
"Prestem atenção, e então que o melhor para governar o Brasil é Aécio Neves #DebateNoSBT ôww homem educado! esse é meu candidato.",Aecio,aprovacao_completa,1
@Vai com tudo #marinasilva.,Marina,aprovacao_completa,1
Minha vó tem 74 anos e não é obrigada a votar! Hj convenci a mudar o Brasil e votar no Aécio amanhã! #AgoraEAecio45Confirma #EuVotoAecio45,Aecio,aprovacao_completa,1
@Aloysio_Nunes Eu agradeço. @AecioNeves #somosaecio,Aecio,aprovacao_completa,1
"Olê olê olê oláááá Dilma, Dilma! #13rasilTodoComDilma @dilmabr",Dilma,aprovacao_completa,1
